Squad,Comp,Player,Nation,Age,Born,Mins_Per_90,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Tkl_percent_Challenges,Lost_Challenges,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,SCA_SCA,SCA90_SCA,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,GCA90_GCA,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,GA,GA90,SoTA,Saves,Save_percent,D,L,CS,CS_percent,PKatt_Penalty,PKA_Penalty,PKsv_Penalty,PKm_Penalty,Save_percent_Penalty,GA_Goals,PKA_Goals,FK_Goals,CK_Goals,OG_Goals,PSxG_Expected,PSxG_per_SoT_Expected,PSxG+_per__minus__Expected,_per_90_Expected,Cmp_Launched,Att_Launched,Cmp_percent_Launched,Att_Passes,Thr_Passes,Launch_percent_Passes,AvgLen_Passes,Att_Goal,Launch_percent_Goal,AvgLen_Goal,Opp_Crosses,Stp_Crosses,Stp_percent_Crosses,#OPA_Sweeper,#OPA_per_90_Sweeper,AvgDist_Sweeper,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Won_percent_Aerial,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,Ast,xAG,xA,A_minus_xAG,KP,Final_Third,PPA,CrsPA,PrgP,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Sw_Pass,Crs_Pass,TI_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Cmp_Outcomes,Off_Outcomes,Blocks_Outcomes,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take,Succ_Take,Succ_percent_Take,Tkld_Take,Tkld_percent_Take,Carries_Carries,TotDist_Carries,PrgDist_Carries,PrgC_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,PrgR_Receiving,Gls_Standard,Sh_Standard,SoT_Standard,SoT_percent_Standard,Sh_per_90_Standard,SoT_per_90_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected,npxG_Expected,npxG_per_Sh_Expected,G_minus_xG_Expected,np:G_minus_xG_Expected,Mins_Per_90_Playing,Gls,G+A,G_minus_PK,PK,PKatt,xAG_Expected,npxG+xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,xG_Per,xAG_Per,xG+xAG_Per,npxG_Per,npxG+xAG_Per,Url,Name,Birth,Position,Value
Milan,Serie A,Junior Messias,BRA,1.862483311,119.6194927,16.6,1.441922563,1.081441923,0.540720961,0.540720961,0.360480641,0.300400534,1.141522029,26.3,0.841121495,1.201602136,0.240320427,0.961281709,0.420560748,1.862483311,1.682242991,0,2.763684913,2.76,1.742323097,0.060080107,0.300400534,0.300400534,0.300400534,0.060080107,0.420560748,0.42,0.300400534,0,0.060080107,0,0.060080107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18024032,0,0,1.441922563,1.441922563,0.060080107,1.50200267,1.081441923,0,0,0,4.14552737,1.50200267,2.463284379,37.9,25.83444593,33.82510013,76.4,408.1241656,108.3244326,13.93858478,16.64218959,83.8,9.372496662,11.4753004,81.7,1.802403204,3.424566088,52.6,0.120160214,0.048064085,0.096128171,0.072096128,0.781041389,1.982643525,0.480640854,0.120160214,3.244325768,33.82510013,31.96261682,1.802403204,0.240320427,0.240320427,0.120160214,1.50200267,1.441922563,0.120160214,0,0.060080107,0,25.83444593,0.060080107,0.720961282,45.96128171,1.922563418,7.329773031,20.18691589,19.4058745,3.244325768,45.96128171,4.085447263,2.042723632,50,1.261682243,30.9,27.99732977,183.8451268,99.6728972,2.703604806,2.523364486,1.081441923,1.922563418,0.841121495,31.84245661,8.230974633,0.300400534,1.922563418,0.660881175,34.4,1.92,0.66,0.16,0.45,1.123497997,0.060080107,0,0,0.138184246,0.138184246,0.07,0.162216288,0.162216288,16.6,0.300400534,0.420560748,0.300400534,0,0,0.048064085,0.18024032,2.703604806,3.244325768,8.230974633,0.3,0.12,0.42,0.3,0.42,0.14,0.05,0.18,0.14,0.18,https://fbref.com/en/players/f49c4ae9/Junior-Messias,Junior Messias,5/13/1991,Right Winger,4500000
Salernitana,Serie A,Junior Sambia,FRA,3.228120516,257.733142,7.7,1.549497848,0.645624103,0.903873745,0.516499283,0.129124821,0.774748924,1.291248207,60,0.516499283,1.162123386,0.387374462,0.774748924,1.032998565,2.582496413,2.065997131,0.129124821,2.840746055,2.84,2.195121951,0,0.516499283,0.129124821,0,0,0.129124821,0.13,0.129124821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387374462,0,0,1.420373027,2.195121951,0,4.261119082,0.645624103,0,0,0,4.390243902,1.93687231,1.291248207,60,40.28694405,51.13342898,78.8,596.169297,241.0760402,22.98421808,25.56671449,89.9,13.81635581,18.20659971,75.9,1.807747489,4.261119082,42.4,0.129124821,0.206599713,0.090387374,-0.077474892,0.903873745,1.807747489,1.291248207,0.258249641,3.486370158,51.13342898,40.15781923,10.97560976,0.774748924,0,0.129124821,4.261119082,9.167862267,1.032998565,0.387374462,0.516499283,0,40.28694405,0,0.903873745,65.07890961,2.711621234,14.72022956,28.53658537,22.20946915,1.678622669,65.07890961,3.744619799,1.291248207,34.5,2.195121951,58.6,33.31420373,186.3271162,103.687231,2.969870875,2.840746055,0.774748924,1.678622669,1.162123386,38.86657102,4.906743185,0,1.678622669,0.645624103,38.5,1.68,0.65,0,0,3.111908178,0.645624103,0,0,0.077474892,0.077474892,0.05,-0.077474892,-0.077474892,7.7,0,0.129124821,0,0,0,0.206599713,0.284074605,2.969870875,3.486370158,4.906743185,0,0.13,0.13,0,0.13,0.08,0.21,0.29,0.08,0.29,https://fbref.com/en/players/24eb7ed6/Junior-Sambia,Junior Sambia,9/7/1996,Right-Back,3500000
Bournemouth,Premier League,Junior Stanislas,ENG,47.21311475,2934.590164,0.7,0,0,0,0,0,0,0,0,0,2.950819672,1.475409836,1.475409836,0,0,0,0,5.901639344,5.9,5.901639344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.475409836,0,0,0,0,1.475409836,0,1.475409836,0,32.45901639,41.31147541,78.6,485.4098361,104.7540984,17.70491803,20.6557377,85.7,13.27868852,16.2295082,81.8,0,1.475409836,0,0,0.147540984,0.295081967,-0.147540984,2.950819672,4.426229508,0,0,5.901639344,41.31147541,39.83606557,1.475409836,0,0,1.475409836,1.475409836,0,1.475409836,0,0,0,32.45901639,0,1.475409836,50.16393443,0,4.426229508,22.13114754,23.60655738,4.426229508,50.16393443,0,0,0,0,0,26.55737705,135.7377049,19.18032787,0,1.475409836,0,1.475409836,1.475409836,39.83606557,7.37704918,0,1.475409836,0,0,1.48,0,0,0,36.14754098,0,0,0,0,0,0.04,0,0,0.7,0,0,0,0,0,0.147540984,0.295081967,0,5.901639344,7.37704918,0,0,0,0,0,0.05,0.19,0.25,0.05,0.25,https://fbref.com/en/players/6992791d/Junior-Stanislas,Junior Stanislas,11/26/1989,Left Winger,500000
Reims,Ligue 1,Junya Ito,JPN,0.895061728,61.51234568,32.4,1.234567901,0.617283951,0.432098765,0.462962963,0.339506173,0.401234568,1.635802469,24.5,1.234567901,0.895061728,0.030864198,0.864197531,0.24691358,1.481481481,0.12345679,0.030864198,4.351851852,4.35,2.99382716,0.586419753,0.462962963,0.12345679,0.154320988,0.030864198,0.37037037,0.37,0.24691358,0.061728395,0.061728395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092592593,0.030864198,0,0.617283951,1.327160494,0.956790123,6.111111111,0.617283951,0,0,0,4.043209877,0.895061728,0.802469136,52.7,21.85185185,34.72222222,62.9,346.7901235,133.8888889,11.2037037,14.78395062,75.8,7.808641975,12.09876543,64.5,1.820987654,4.660493827,39.1,0.154320988,0.24691358,0.283950617,-0.092592593,2.00617284,2.098765432,2.25308642,0.648148148,4.351851852,34.72222222,31.01851852,3.456790123,0.555555556,0.679012346,0.092592593,6.111111111,0.462962963,2.25308642,0.462962963,1.234567901,0,21.85185185,0.24691358,1.296296296,45.40123457,0.24691358,4.012345679,16.60493827,25.67901235,3.456790123,45.40123457,4.351851852,1.913580247,44,1.913580247,44,34.66049383,255.5864198,125.308642,4.104938272,2.74691358,1.327160494,2.74691358,1.358024691,33.20987654,10.43209877,0.185185185,1.296296296,0.524691358,40.5,1.3,0.52,0.14,0.35,0.472222222,0,0,0,0.175925926,0.175925926,0.14,0.009259259,0.009259259,32.4,0.185185185,0.339506173,0.185185185,0,0,0.24691358,0.422839506,4.104938272,4.351851852,10.43209877,0.19,0.15,0.34,0.19,0.34,0.18,0.25,0.42,0.18,0.42,https://fbref.com/en/players/dbd3a428/Junya-Ito,Junya Ito,3/9/1993,Right Winger,10000000
Köln,Bundesliga,Justin Diehl,GER,90,10609.41176,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.294117647,5.294117647,0,0,0,0,0,0,0,0,0,10.58823529,10.58823529,100,100.5882353,0,10.58823529,10.58823529,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.58823529,10.58823529,0,0,0,0,0,0,0,0,0,0,10.58823529,0,0,15.88235294,0,0,0,15.88235294,0,15.88235294,5.294117647,0,0,5.294117647,100,15.88235294,90,63.52941176,0,0,0,0,0,21.17647059,5.294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,5.294117647,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/d82a310a/Justin-Diehl,Justin Diehl,11/27/2004,Second Striker,500000
Valencia,La Liga,Justin Kluivert,NED,1.430545957,124.333103,16.1,1.057360055,0.870767104,0.435383552,0.248790601,0.373185902,0.373185902,0.746371804,50,0.373185902,0.248790601,0,0.248790601,0.435383552,1.492743607,0.248790601,0,3.794056669,3.79,2.425708362,0.497581202,0.310988252,0.310988252,0.124395301,0.124395301,0.248790601,0.25,0.06219765,0,0,0.124395301,0.06219765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248790601,0,0,1.492743607,1.181755356,0.621976503,3.98064962,0.870767104,0.06219765,0,0,4.291637871,0.497581202,1.368348307,26.7,17.16655149,24.81686247,69.2,263.4692467,60.76710435,10.138217,12.62612301,80.3,4.975812025,6.966136835,71.4,1.430545957,3.109882516,46,0,0.149274361,0.130615066,-0.149274361,1.430545957,0.932964755,1.306150657,0.621976503,2.05252246,24.81686247,21.45818936,3.047684865,0.497581202,0,0.124395301,3.98064962,0.373185902,1.92812716,0.310988252,0.621976503,0,17.16655149,0.310988252,0.746371804,36.26123013,0.435383552,2.985487215,9.516240498,24.94125777,4.04284727,36.19903248,3.91845197,1.865929509,47.6,1.865929509,47.6,22.26675881,189.3918452,96.59295093,3.607463718,2.05252246,1.368348307,2.425708362,1.368348307,24.38147892,7.836903939,0.373185902,2.674498963,0.932964755,34.9,2.67,0.93,0.12,0.33,1.125777471,0.124395301,0.06219765,0.06219765,0.410504492,0.366966137,0.14,-0.03731859,-0.055977885,16.1,0.373185902,0.373185902,0.310988252,0.06219765,0.06219765,0.149274361,0.510020733,3.607463718,2.05252246,7.836903939,0.37,0,0.37,0.31,0.31,0.41,0.15,0.56,0.36,0.51,https://fbref.com/en/players/4c3a6744/Justin-Kluivert,Justin Kluivert,5/5/1999,Left Winger,14000000
Dortmund,Bundesliga,Justin Njinmah,GER,85.90909091,8181.818182,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.27272727,0,0,0,0,0,0,4.090909091,0,0,0,0,8.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.181818182,8.181818182,0,0,0,0,0,0,0,0,0,0,0,0,8.181818182,16.36363636,0,0,4.090909091,12.27272727,4.090909091,16.36363636,4.090909091,0,0,4.090909091,100,24.54545455,106.3636364,32.72727273,4.090909091,0,0,0,8.181818182,20.45454545,16.36363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,4.090909091,0,16.36363636,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/a45241d5/Justin-Njinmah,Justin Njinmah,11/15/2000,Right Winger,700000
Clermont Foot,Ligue 1,Jérémie Bela,ANG,3.512786003,241.4131898,8.3,0.726783311,0.484522207,0.242261104,0.121130552,0.363391655,0.363391655,0.484522207,75,0.121130552,1.211305518,0.121130552,1.090174966,1.090174966,1.816958277,0.969044415,0,1.211305518,1.21,0.847913863,0,0.121130552,0.121130552,0.121130552,0,0.363391655,0.36,0.121130552,0,0.121130552,0,0.121130552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847913863,2.059219381,0,4.118438762,0.484522207,0,0,0,3.512786003,0.242261104,0,100,21.07671602,31.49394347,66.9,290.3499327,111.076716,11.99192463,16.11036339,74.4,7.388963661,10.17496635,72.6,0.484522207,2.059219381,23.5,0.121130552,0.02422611,0.048452221,0.096904441,0.363391655,2.422611036,0.847913863,0.363391655,2.907133244,31.49394347,26.76985195,4.724091521,0.121130552,0,0.121130552,4.118438762,3.876177658,0.605652759,0.121130552,0.484522207,0,21.07671602,0,2.180349933,43.0013459,1.816958277,8.721399731,15.98923284,19.01749664,1.816958277,43.0013459,3.270524899,1.090174966,33.3,1.695827725,51.9,29.07133244,193.8088829,78.00807537,2.66487214,1.695827725,0.605652759,2.301480485,0.969044415,27.13324361,6.541049798,0.121130552,1.453566622,0.605652759,41.7,1.45,0.61,0.08,0.2,2.628532974,0.121130552,0,0,0.072678331,0.072678331,0.05,0.048452221,0.048452221,8.3,0.121130552,0.242261104,0.121130552,0,0,0.02422611,0.096904441,2.66487214,2.907133244,6.541049798,0.12,0.12,0.24,0.12,0.24,0.07,0.03,0.1,0.07,0.1,https://fbref.com/en/players/5680bf3f/Jeremie-Bela,Jérémie Bela,4/8/1993,Left Winger,1800000
Brest,Ligue 1,Jérémy Le Douaron,FRA,1.042974408,86.82761951,23,0.651859005,0.391115403,0.217286335,0.391115403,0.043457267,0.130371801,1.17334621,11.1,1.042974408,1.260260744,0.086914534,1.17334621,0.478029937,1.129888943,1.303718011,0,1.999034283,2,1.129888943,0,0.086914534,0.391115403,0.260743602,0.130371801,0.260743602,0.26,0.130371801,0,0,0.130371801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043457267,0,0,1.434089812,1.564461613,0.43457267,1.390632545,0.391115403,0,0,0,2.650893288,2.650893288,3.085465958,46.2,11.47271849,16.94833414,67.7,159.2274264,34.89618542,6.909705456,9.03911154,76.4,3.389666828,5.127957508,66.1,0.43457267,0.825688073,52.6,0.130371801,0.073877354,0.047802994,0.056494447,0.738773539,0.782230806,0.608401738,0.173829068,1.347175278,16.94833414,16.3399324,0.391115403,0,0.043457267,0.086914534,1.390632545,0.043457267,0,0,0,0,11.47271849,0.217286335,0.825688073,31.20231772,1.17334621,3.998068566,13.03718011,14.81892805,3.737324964,31.20231772,3.21583776,0.956059874,29.7,1.738290681,54.1,21.29406084,145.9729599,42.41429261,1.651376147,0.956059874,0.564944471,3.172380493,1.477547079,22.25012071,5.736359247,0.43457267,2.390149686,0.999517141,41.8,2.39,1,0.18,0.43,0.482375664,0,0,0,0.365041043,0.365041043,0.16,0.069531627,0.069531627,23,0.43457267,0.564944471,0.43457267,0,0,0.073877354,0.443264124,1.651376147,1.347175278,5.736359247,0.43,0.13,0.56,0.43,0.56,0.37,0.08,0.44,0.37,0.44,https://fbref.com/en/players/88c4d190/Jeremy-Le-Douaron,Jérémy Le Douaron,4/21/1998,Centre-Forward,3000000
Lyon,Ligue 1,Jérôme Boateng,GER,6.939252336,418.0373832,4.8,0.630841121,0,0.420560748,0.210280374,0,0.420560748,1.261682243,33.3,0.841121495,1.682242991,1.051401869,0.630841121,1.261682243,1.892523364,3.364485981,0,0.420560748,0.42,0.420560748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210280374,0,0,0.210280374,0,0,0,0.210280374,3.785046729,1.471962617,0.210280374,87.5,37.64018692,46.89252336,80.3,810,277.5700935,9.252336449,10.93457944,84.6,23.3411215,26.4953271,88.1,4.41588785,8.200934579,53.8,0,0.042056075,0.042056075,-0.042056075,0.210280374,1.471962617,0.420560748,0,1.261682243,46.89252336,45.63084112,1.261682243,1.051401869,0.210280374,0.210280374,0.210280374,0,0,0,0,0,37.64018692,0,0.210280374,54.88317757,9.88317757,29.01869159,25.65420561,0.210280374,0,54.88317757,0,0,0,0,0,37.85046729,156.0280374,63.5046729,0,0,0,0,0,35.11682243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0.042056075,0.042056075,0,1.261682243,0,0,0,0,0,0,0,0.04,0.04,0,0.04,https://fbref.com/en/players/2db2fd7b/Jerome-Boateng,Jérôme Boateng,9/3/1988,Centre-Back,1000000
Wolfsburg,Bundesliga,Jérôme Roussillon,FRA,118.6363636,8153.181818,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.090909091,0,0,0,0,0,0,0,8.181818182,4.090909091,4.090909091,50,12.27272727,28.63636364,42.9,163.6363636,20.45454545,8.181818182,12.27272727,66.7,4.090909091,12.27272727,33.3,0,0,0,0,0,0,0,4.090909091,0,0,0,0,28.63636364,24.54545455,4.090909091,0,0,0,0,4.090909091,0,0,0,0,12.27272727,0,0,45,0,0,16.36363636,28.63636364,0,45,4.090909091,0,0,4.090909091,100,28.63636364,85.90909091,20.45454545,0,0,0,8.181818182,8.181818182,28.63636364,8.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,8.181818182,0,0,0,0,0,0,0.08,0.08,0,0.08,https://fbref.com/en/players/13203c45/Jerome-Roussillon,Jérôme Roussillon,1/6/1993,Left-Back,3000000
Celta Vigo,La Liga,Jørgen Strand Larsen,NOR,1.161290323,105.5718475,18.9,0.791788856,0.369501466,0.158357771,0.263929619,0.369501466,0.369501466,1.583577713,23.3,1.214076246,0.739002933,0.263929619,0.475073314,0.158357771,0.950146628,1.26686217,0,1.530791789,1.53,1.108504399,0,0.052785924,0.105571848,0.211143695,0.052785924,0.369501466,0.37,0.316715543,0,0.052785924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211143695,0,0,1.794721408,2.269794721,0.686217009,0.211143695,0.369501466,0.052785924,0,0,2.217008798,2.217008798,2.480938416,47.2,12.24633431,17.89442815,68.4,159.4134897,22.32844575,7.337243402,10.13489736,72.4,2.797653959,4.2228739,66.3,0.633431085,1.002932551,63.2,0.211143695,0.105571848,0.058064516,0.105571848,0.633431085,0.739002933,0.158357771,0.052785924,0.739002933,17.89442815,16.36363636,1.425219941,0.158357771,0,0.211143695,0.211143695,0,0,0,0,0,12.24633431,0.105571848,0.158357771,30.40469208,1.530791789,2.95601173,14.62170088,13.09090909,4.434017595,30.40469208,1.636363636,0.739002933,45.2,0.791788856,48.4,18.36950147,70.04692082,24.28152493,0.897360704,0.316715543,0.475073314,3.906158358,1.26686217,23.1202346,3.853372434,0.211143695,2.164222874,0.791788856,36.6,2.16,0.79,0.1,0.27,0.665102639,0,0,0,0.295601173,0.295601173,0.14,-0.084457478,-0.084457478,18.9,0.211143695,0.42228739,0.211143695,0,0,0.105571848,0.401173021,0.897360704,0.739002933,3.853372434,0.21,0.21,0.42,0.21,0.42,0.3,0.11,0.4,0.3,0.4,https://fbref.com/en/players/f553b2b3/Jorgen-Strand-Larsen,Jörgen Strand Larsen,2/6/2000,Centre-Forward,11000000
Sassuolo,Serie A,Kaan Ayhan,TUR,4.458715596,329.2844037,6.1,1.651376147,0.660550459,0.990825688,0.660550459,0,1.155963303,1.155963303,100,0,0.825688073,0.660550459,0.165137615,0.825688073,2.47706422,4.293577982,0.165137615,0.825688073,0.83,0.825688073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165137615,0,0,0.660550459,1.321100917,0,0,0.660550459,0,0,0,4.623853211,0.330275229,1.155963303,22.2,47.55963303,54.82568807,86.7,990.8256881,281.0642202,13.87155963,14.36697248,96.6,25.43119266,27.57798165,92.2,7.926605505,11.88990826,66.7,0,0,0,0,0,3.302752294,0,0,2.47706422,54.82568807,51.35779817,3.302752294,2.47706422,0,1.155963303,0,0.330275229,0,0,0,0,47.55963303,0.165137615,0.330275229,63.57798165,8.917431193,32.69724771,30.05504587,0.990825688,0,63.57798165,0,0,0,0,0,38.80733945,192.8807339,122.8623853,1.321100917,0.825688073,0,0,0.165137615,43.59633028,0,0,0.165137615,0.165137615,100,0.17,0.17,0,0,6.19266055,0,0,0,0,0,0.01,0,0,6.1,0,0,0,0,0,0,0,1.321100917,2.47706422,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/2200181e/Kaan-Ayhan,Kaan Ayhan,11/10/1994,Centre-Back,3700000
Chelsea,Premier League,Kai Havertz,GER,0.805760996,70.03114052,28.5,1.191124951,0.560529389,0.140132347,0.700661736,0.350330868,0.350330868,1.050992604,33.3,0.700661736,0.980926431,0,0.980926431,0.245231608,1.436356559,1.436356559,0,2.207084469,2.21,1.891786687,0.070066174,0.035033087,0.175165434,0.035033087,0,0.140132347,0.14,0.10509926,0,0,0.035033087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175165434,0,0,2.101985208,0.87582717,0.980926431,0.490463215,0.560529389,0,0,0,2.837680031,2.767613858,2.066952121,57.2,25.46905411,31.3195796,81.3,327.4542624,65.93226937,16.04515376,18.91786687,84.8,6.831451927,7.742312184,88.2,0.805760996,1.121058778,71.9,0.035033087,0.129622421,0.098092643,-0.094589334,1.331257299,1.716621253,0.910860257,0.070066174,3.117944726,31.3195796,29.77812378,1.436356559,0.175165434,0.070066174,0.140132347,0.490463215,0.315297781,0.035033087,0,0,0,25.46905411,0.10509926,0.840794083,44.0716232,1.611521993,3.783573375,18.18217205,22.42117555,5.780459323,44.03659011,2.101985208,0.595562476,28.3,1.331257299,63.3,25.50408719,131.0587777,51.95406773,2.066952121,1.156091865,1.050992604,2.767613858,1.261191125,33.14130012,7.637212923,0.245231608,2.452316076,1.086025691,44.3,2.45,1.09,0.09,0.19,0.444920202,0.035033087,0.035033087,0.035033087,0.406383807,0.378357337,0.15,-0.161152199,-0.168158817,28.5,0.245231608,0.280264694,0.210198521,0.035033087,0.035033087,0.129622421,0.511483067,2.066952121,3.117944726,7.637212923,0.25,0.04,0.28,0.21,0.25,0.41,0.13,0.54,0.38,0.51,https://fbref.com/en/players/fed7cb61/Kai-Havertz,Kai Havertz,6/11/1999,Attacking Midfield,55000000
Almería,La Liga,Kaiky,BRA,2.788296041,310.4302926,6.5,0.774526678,0.774526678,0.774526678,0,0,0.464716007,1.084337349,42.9,0.619621343,2.788296041,1.549053356,1.239242685,1.703958692,2.47848537,4.337349398,0,0.154905336,0.15,0.154905336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774526678,0,0,1.084337349,0.464716007,0,0.154905336,0.774526678,0,0.154905336,0,3.407917384,0.929432014,1.549053356,37.5,28.19277108,34.69879518,81.3,600.5679862,215.1635112,9.294320138,10.06884682,92.3,13.01204819,15.02581756,86.6,5.266781411,8.364888124,63,0,0,0,0,0,1.858864028,0.154905336,0,1.703958692,34.69879518,32.22030981,2.47848537,2.323580034,0,1.394148021,0.154905336,0.154905336,0,0,0,0,28.19277108,0,0.309810671,45.54216867,9.449225473,28.50258176,16.72977625,0.464716007,0.154905336,45.54216867,0.464716007,0.309810671,66.7,0.154905336,33.3,25.86919105,137.2461274,79.46643718,1.084337349,0.309810671,0,0.774526678,0,27.88296041,0.309810671,0,0.154905336,0,0,0.15,0,0,0,1.812392427,0,0,0,0.015490534,0.015490534,0.08,-0.015490534,-0.015490534,6.5,0,0,0,0,0,0,0.015490534,1.084337349,1.703958692,0.309810671,0,0,0,0,0,0.01,0,0.01,0.01,0.01,https://fbref.com/en/players/55634fb8/Kaiky,Kaiky,1/12/2004,Centre-Back,3000000
